palabra,idioma
ezarri,euskara
zuen,euskara
goi-mailako,euskara
hezkuntza,euskara
"bakartzat,",euskara
eta,euskara
debekatu,euskara
egin,euskara
zen,euskara
gaztelaniaz,euskara
bestelako,euskara
hizkuntzetan,euskara
argitaratzea;,euskara
[,euskara
84,euskara
],euskara
"ondorioz,",euskara
ez,euskara
zen,euskara
euskarazko,euskara
argitalpenik,euskara
izan,euskara
frantsestea,euskara
amaitu,euskara
arte.,euskara
"1778an,",euskara
errege,euskara
berberak,euskara
emandako,euskara
Merkataritza,euskara
Libreko,euskara
Erregelamenduak,euskara
euskaldunen,euskara
interesen,euskara
kontra,euskara
jokatu,euskara
"zuen,",euskara
"Bilbo,",euskara
Donostia,euskara
eta,euskara
beste,euskara
portuak,euskara
Espainiar,euskara
Inperioan,euskara
atzerritartzat,euskara
"hartuz,",euskara
Ebroko,euskara
aduanen,euskara
inguruko,euskara
tentsioaren,euskara
erdian.,euskara
"1780an,",euskara
britainiarrek,euskara
Caracasko,euskara
Gipuzkoar,euskara
Konpainiaren,euskara
ia,euskara
ontzidi,euskara
osoa,euskara
harrapatu,euskara
"zuten,",euskara
konpainia,euskara
kinka,euskara
larri,euskara
batean,euskara
utziz;,euskara
"1785ean,",euskara
desegin,euskara
egin,euskara
zen,euskara
"eta,",euskara
konpainiaren,euskara
hondarrak,euskara
probestuz,euskara
(,euskara
San,euskara
Carlos,euskara
Bankua,euskara
sortzearen,euskara
"bidez),",euskara
Filipinetako,euskara
Errege,euskara
Konpainia,euskara
sortu,euskara
zen.,euskara
Aro,euskara
Garaikidea,euskara
Frantses,euskara
Iraultzaren,euskara
astindua,euskara
Konbentzioaren,euskara
Gerra,euskara
(1793-1795),euskara
1789an,euskara
Frantziar,euskara
Iraultzak,euskara
eragin,euskara
erabatekoa,euskara
izan,euskara
zuen,euskara
Ipar,euskara
Euskal,euskara
Herrian,euskara
",",euskara
haren,euskara
asimilazio,euskara
politikoa,euskara
ekarri,euskara
baitzuen.,euskara
Hala,euskara
Pirinioez,euskara
iparraldera,euskara
nola,euskara
"hegoaldera,",euskara
estatu,euskara
handien,euskara
konstituzioen,euskara
garaia,euskara
hasi,euskara
"zen,",euskara
baita,euskara
Euskal,euskara
Herriarentzako,euskara
gerra,euskara
aro,euskara
luze,euskara
eta,euskara
lazgarri,euskara
"bat,",euskara
Pio,euskara
Barojak,euskara
1793tik,euskara
1876ra,euskara
bitartean,euskara
kokatzen,euskara
duena.,euskara
1790ko,euskara
departamenduen,euskara
sorrerari,euskara
",",euskara
Pirinio,euskara
Mendebaldeko,euskara
Armadaren,euskara
etorrerak,euskara
jarraitu,euskara
"zion,",euskara
eta,euskara
izuaren,euskara
hasiera,euskara
",",euskara
1793ko,euskara
otsailean,euskara
Konbentzioaren,euskara
Gerra,euskara
piztu,euskara
ondoren.,euskara
Lapurdik,euskara
bereziki,euskara
pairatu,euskara
zuen,euskara
"hura,",euskara
jazarpen,euskara
handi,euskara
batez:,euskara
askok,euskara
hegoaldera,euskara
muga,euskara
pasa,euskara
"zuten,",euskara
edo,euskara
erbesteratu.,euskara
Gerra,euskara
"giroan,",euskara
foru,euskara
aldundia,euskara
Gipuzkoako,euskara
Errepublika,euskara
aldarrikatzera,euskara
heldu,euskara
zen.,euskara
Manuel,euskara
Godoy,euskara
espainiar,euskara
ministro,euskara
ahalguztidunak,euskara
Hego,euskara
Euskal,euskara
Herriko,euskara
foruen,euskara
kontra,euskara
jo,euskara
"zuen,",euskara
eta,euskara
Basileako,euskara
Bakea,euskara
sinatu,euskara
(1795).,euskara
Godoyen,euskara
planen,euskara
"kontra,",euskara
Zamakolada,euskara
altxamendua,euskara
piztu,euskara
zen,euskara
Bilbon,euskara
(,euskara
1804,euskara
).,euskara
Frantsestean,euskara
(1808tik,euskara
aurrera),euskara
",",euskara
armada,euskara
frantsesa,euskara
Euskal,euskara
Herrian,euskara
zabaldu,euskara
zen,euskara
berriz,euskara
ere;,euskara
foruak,euskara
eta,euskara
gizarte,euskara
egitura,euskara
tradizionalak,euskara
kolokan,euskara
jarri,euskara
ziren.,euskara
1812ko,euskara
Cadizko,euskara
Konstituzioak,euskara
Euskal,euskara
Herriko,euskara
foruak,euskara
laudatu,euskara
"zituen,",euskara
baina,euskara
espainiar,euskara
nazio,euskara
bakarraz,euskara
hitz,euskara
egiten,euskara
"zuen,",euskara
eta,euskara
foruak,euskara
desegin,euskara
beharraz,euskara
.,euskara
[,euskara
85,euskara
],euskara
1813ko,euskara
"irailean,",euskara
frantseste,euskara
ia,euskara
"amaieran,",euskara
Cadizko,euskara
agintarien,euskara
"aliatuek,",euskara
britainiar,euskara
eta,euskara
"portugaldarrek,",euskara
Donostia,euskara
suntsitu,euskara
zuten,euskara
.,euskara
Ipar,euskara
Euskal,euskara
"Herrian,",euskara
Kode,euskara
Napoleonikoaren,euskara
aplikazioak,euskara
oinordekotza,euskara
tradizionala,euskara
eta,euskara
herri,euskara
lurren,euskara
erabilera,euskara
errotik,euskara
aldatu,euskara
zuen.,euskara
Askok,euskara
erbesterako,euskara
bidea,euskara
hartu,euskara
"zuten,",euskara
Ameriketara.,euskara
Lapurdik,euskara
eta,euskara
Ipar,euskara
Euskal,euskara
Herriak,euskara
berezko,euskara
dinamika,euskara
bat,euskara
izatetik,euskara
estatu,euskara
handi,euskara
baten,euskara
periferia,euskara
izatera,euskara
pasa,euskara
"ziren,",euskara
eta,euskara
eliteen,euskara
turismorako,euskara
atsedenleku:,euskara
1854tik,euskara
"aurrera,",euskara
Baionara,euskara
burdinbidea,euskara
heltzearekin,euskara
"batera,",euskara
Biarritz,euskara
turismogune,euskara
bihurtu,euskara
zen,euskara
eta,euskara
bide,euskara
bera,euskara
jarraitu,euskara
zuten,euskara
Kanbok,euskara
",",euskara
Donibane,euskara
Lohizunek,euskara
",",euskara
Hendaiak,euskara
eta,euskara
abarrek.,euskara
Burdinbideak,euskara
estatu,euskara
frantses,euskara
berriaren,euskara
oinarriak,euskara
ekarri,euskara
zituen.,euskara
Karlistaldiak,euskara
eta,euskara
foruen,euskara
amaiera,euskara
Napoleon,euskara
Bonaparte,euskara
Europan,euskara
"garaituta,",euskara
Fernando,euskara
VII.a,euskara
"""Espainietako",euskara
"Errege""",euskara
izendatu,euskara
"zuten,",euskara
absolutista,euskara
berrezarri,euskara
"zuena,",euskara
eta,euskara
foruen,euskara
aldekoa.,euskara
Horrek,euskara
euskaldunen,euskara
babesa,euskara
ekarri,euskara
"zion,",euskara
Cadizko,euskara
Konstituzioaren,euskara
kontra.,euskara
Inkisizioa,euskara
berrezarri,euskara
"zen,",euskara
eta,euskara
ez,euskara
zuen,euskara
eragotzi,euskara
neurri,euskara
zentralizatzaile,euskara
berriak,euskara
ezartzea.,euskara
Trafalgarko,euskara
Guduaren,euskara
"ondoren,",euskara
Espainiako,euskara
Borboien,euskara
armada,euskara
suntsituta,euskara
geratu,euskara
"zen,",euskara
tartean,euskara
zela,euskara
Euskal,euskara
Herriko,euskara
gehiena.,euskara
Bretainia,euskara
Handia,euskara
bilakatu,euskara
zen,euskara
Atlantikoaren,euskara
jaun,euskara
eta,euskara
jabe,euskara
"eta,",euskara
itsas,euskara
azpiegitura,euskara
"hautsita,",euskara
Ameriketako,euskara
independentzia,euskara
prozesua,euskara
hasi,euskara
zen,euskara
.,euskara
Filipinetako,euskara
Errege,euskara
Konpainia,euskara
desegin,euskara
egin,euskara
zen,euskara
"1830erako,",euskara
lehia,euskara
arazoek,euskara
eta,euskara
Espainiako,euskara
Koroaren,euskara
diru,euskara
kutxa,euskara
hutsetarako,euskara
eman,euskara
kredituek,euskara
zamatuta.,euskara
Burdinolak,euskara
ezin,euskara
ziren,euskara
lehiatu,euskara
gehiago,euskara
Britainia,euskara
Handiko,euskara
industriaren,euskara
aurrerapen,euskara
teknologikoekin,euskara
",",euskara
baina,euskara
kinka,euskara
larri,euskara
"horretan,",euskara
burgesia,euskara
merkatariko,euskara
elementu,euskara
"batzuek,",euskara
"adibidez,",euskara
Jose,euskara
Antonio,euskara
Ybarrak,euskara
",",euskara
espekulaziotik,euskara
ateratako,euskara
irabaziak,euskara
kapital,euskara
bihurtu,euskara
eta,euskara
berrinbertitu,euskara
"zituzten,",euskara
Bessemer,euskara
prozesuan,euskara
(1856ko,euskara
abendutik,euskara
aurrera).,euskara
1843an,euskara
",",euskara
Lehen,euskara
Karlistaldiaren,euskara
"ondoren,",euskara
Santa,euskara
Ana,euskara
de,euskara
Bolueta,euskara
fabrika,euskara
ireki,euskara
"zen,",euskara
ugazaba,euskara
eta,euskara
enplegatuak,euskara
zituena.,euskara
[,euskara
86,euskara
],euskara
Lehen,euskara
Karlistaldiaren,euskara
amaiera,euskara
Lore,euskara
Jokoen,euskara
"posterra,",euskara
Donibane,euskara
Lohizune,euskara
San,euskara
Roke,euskara
"ontziola,",euskara
Pasaia,euskara
(1920),euskara
Euskal,euskara
herritarrak,euskara
armatu,euskara
egin,euskara
"ziren,",euskara
kanpotar,euskara
armaden,euskara
gehiegikeriei,euskara
eta,euskara
liberal,euskara
konstituzionalistei,euskara
aurre,euskara
egiteko.,euskara
"1829an,",euskara
azken,euskara
Nafarroako,euskara
Gorteak,euskara
egin,euskara
ziren.,euskara
Handik,euskara
"gutxira,",euskara
1833ko,euskara
"urrian,",euskara
Lehen,euskara
Karlistaldia,euskara
piztu,euskara
"zen,",euskara
Fernando,euskara
VII.aren,euskara
oinordekoaren,euskara
auzia,euskara
piztu,euskara
zenean.,euskara
"1836an,",euskara
Nafarroako,euskara
Erresumako,euskara
Aldundia,euskara
desegin,euskara
egin,euskara
zen,euskara
"indarrez,",euskara
eta,euskara
probintziako,euskara
aldundia,euskara
ezarri,euskara
"zen,",euskara
José,euskara
Yanguas,euskara
idazkari,euskara
izango,euskara
zuena.,euskara
[,euskara
87,euskara
],euskara
"1839an,",euskara
Oñatiko,euskara
itunak,euskara
eta,euskara
Bergarako,euskara
besarkadak,euskara
amaiera,euskara
eman,euskara
zioten,euskara
karlistaldiari.,euskara
1841eko,euskara
"udan,",euskara
Foruak,euskara
Eraldatzeko,euskara
Legea,euskara
ezarri,euskara
zen,euskara
"Nafarroan,",euskara
probintziako,euskara
aldundiak,euskara
hala,euskara
"onartuta,",euskara
gobernuaren,euskara
armadak,euskara
Nafarroa,euskara
okupatuta,euskara
zuela.,euskara
[,euskara
87,euskara
],euskara
Aduanak,euskara
Ebrotik,euskara
Pirinio,euskara
eta,euskara
itsasora,euskara
eraman,euskara
"ziren,",euskara
abuztu,euskara
horretan,euskara
eta,euskara
1841eko,euskara
urrian,euskara
Baldomero,euskara
Esparterok,euskara
armadaren,euskara
buruan,euskara
Gasteizen,euskara
emandako,euskara
aginduz.,euskara
[,euskara
88,euskara
],euskara
[,euskara
89,euskara
],euskara
"Artean,",euskara
"Arabak,",euskara
Bizkaiak,euskara
eta,euskara
Gipuzkoak,euskara
gorde,euskara
egin,euskara
zuten,euskara
erregimen,euskara
autonomo,euskara
"bat,",euskara
Espainiako,euskara
Konstituzioetan,euskara
txertatuta,euskara
"(1837,",euskara
1844...).,euskara
Probintzia,euskara
"horietan,",euskara
herritarrek,euskara
ez,euskara
zuten,euskara
zerbitzu,euskara
militarra,euskara
egingo,euskara
eta,euskara
eutsi,euskara
egin,euskara
zieten,euskara
beren,euskara
zerga,euskara
bilketari.,euskara
"1872an,",euskara
"baina,",euskara
Bigarren,euskara
Karlistaldia,euskara
hasi,euskara
zen,euskara
Hego,euskara
Euskal,euskara
Herrian.,euskara
Gerra,euskara
gogorra,euskara
eta,euskara
higatzailea,euskara
izan,euskara
zen,euskara
hau,euskara
ere,euskara
"eta,",euskara
"amaitutakoan,",euskara
Espainiako,euskara
gobernuak,euskara
bertan,euskara
behera,euskara
utzi,euskara
zituen,euskara
indarrean,euskara
geratzen,euskara
ziren,euskara
foruen,euskara
hondarrak,euskara
.,euskara
[,euskara
90,euskara
],euskara
Industrializazio,euskara
masiboa,euskara
eta,euskara
"turismoa,",euskara
nazio,euskara
estatuen,euskara
pean,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Industrializazioa,euskara
Euskal,euskara
Herrian,euskara
»,euskara
Gerra,euskara
legea,euskara
ezarri,euskara
zen,euskara
1876an,euskara
Hego,euskara
Euskal,euskara
"Herrian,",euskara
bi,euskara
urtez.,euskara
"Trukean,",euskara
"Arabak,",euskara
Bizkaiak,euskara
eta,euskara
Gipuzkoak,euskara
Ekonomia,euskara
Ituna,euskara
eskuratu,euskara
zuten,euskara
"1878an,",euskara
Fermin,euskara
Lasalak,euskara
eta,euskara
Canovas,euskara
del,euskara
Castillok,euskara
bultzatua.,euskara
[,euskara
91,euskara
],euskara
"Hasieran,",euskara
aldi,euskara
baterako,euskara
zen,euskara
itun,euskara
horrek,euskara
arrakasta,euskara
handia,euskara
izan,euskara
"zuen,",euskara
industria,euskara
garapen,euskara
handia,euskara
eta,euskara
irabaziak,euskara
barra-barra,euskara
ekarriz,euskara
tokiko,euskara
"eliteentzat,",euskara
eta,euskara
formula,euskara
errepikatu,euskara
egin,euskara
zen,euskara
behin,euskara
eta,euskara
berriz.,euskara
Espainiako,euskara
merkatu,euskara
gatibuak,euskara
Bilbo,euskara
Handiko,euskara
industria,euskara
garapena,euskara
ekarri,euskara
"zuen,",euskara
eta,euskara
Espainiatik,euskara
esku,euskara
merke,euskara
ugari,euskara
erakarri.,euskara
[,euskara
92,euskara
],euskara
"Euskaldunek,",euskara
"berriz,",euskara
hamar,euskara
milaka,euskara
hartu,euskara
zuten,euskara
deserriko,euskara
"bidea,",euskara
Ameriketara,euskara
gehienetan.,euskara
Hor,euskara
kokatzen,euskara
zen,euskara
Jose,euskara
Mari,euskara
Iparragirre,euskara
.,euskara
Karlismoa,euskara
indartsu,euskara
hazi,euskara
zen,euskara
Hego,euskara
Euskal,euskara
Herrian,euskara
.,euskara
[,euskara
92,euskara
],euskara
Industriaren,euskara
garapenarekin,euskara
"batera,",euskara
demografia,euskara
hazkundea,euskara
izugarri,euskara
hazi,euskara
"zen,",euskara
bereziki,euskara
Bilbo,euskara
inguruan.,euskara
Erdal,euskara
etorkin,euskara
horien,euskara
"baldintzak,",euskara
"berriz,",euskara
oso,euskara
eskasak,euskara
"ziren,",euskara
eta,euskara
berehala,euskara
espainiar,euskara
sindikatu,euskara
sozialistak,euskara
sortu,euskara
ziren,euskara
Bilbo,euskara
"inguruan,",euskara
baita,euskara
lehen,euskara
greba,euskara
orokorra,euskara
deitu,euskara
ere,euskara
1890ean,euskara
.,euskara
[,euskara
93,euskara
],euskara
"Nafarroan,",euskara
Espainiako,euskara
gobernuak,euskara
alde,euskara
bakarrez,euskara
Nafarroako,euskara
baldintza,euskara
fiskalak,euskara
aldatzeko,euskara
egin,euskara
zuen,euskara
ahaleginaren,euskara
"ondorioz,",euskara
foruen,euskara
aldeko,euskara
aldarri,euskara
bihurtu,euskara
ziren,euskara
"1893an,",euskara
Gamazada,euskara
deitutako,euskara
protestak,euskara
harrotuz.,euskara
[,euskara
94,euskara
],euskara
Sabino,euskara
Aranak,euskara
hurbiletik,euskara
jarraitu,euskara
zituen,euskara
Nafarroako,euskara
"gertakariak,",euskara
baita,euskara
elkartasuna,euskara
agertu,euskara
ere;,euskara
1893ko,euskara
"abuztuan,",euskara
Sanrokada,euskara
izan,euskara
zen,euskara
"Gernikan,",euskara
eta,euskara
Eusko,euskara
Alderdi,euskara
Jeltzalea,euskara
sortu,euskara
zen,euskara
gutxira.,euskara
[,euskara
94,euskara
],euskara
"Bitartean,",euskara
Hego,euskara
Euskal,euskara
Herriko,euskara
lau,euskara
aldundiek,euskara
loturak,euskara
ezarri,euskara
zituzten,euskara
elkarren,euskara
interesak,euskara
babesteko.,euskara
Euskal,euskara
abertzaletasuna,euskara
Bizkaitik,euskara
"Gipuzkoa,",euskara
"Araba,",euskara
eta,euskara
Nafarroara,euskara
hedatu,euskara
"zen,",euskara
baita,euskara
egindako,euskara
hauteskundeetan,euskara
sendotu,euskara
ere.,euskara
[,euskara
92,euskara
],euskara
1852an,euskara
Urruñan,euskara
(Lapurdi),euskara
Anton,euskara
Abadiak,euskara
bultzaturik,euskara
hasitako,euskara
Lore,euskara
Jokoak,euskara
Euskal,euskara
Herriko,euskara
beste,euskara
herrialdeetara,euskara
hedatu,euskara
ziren,euskara
XIX.,euskara
mende,euskara
amaiera,euskara
baino,euskara
lehen.,euskara
Bigarren,euskara
Karlistaldiaren,euskara
amaierak,euskara
euskal,euskara
kulturaren,euskara
aldeko,euskara
ekintzen,euskara
aldi,euskara
bati,euskara
eman,euskara
zion,euskara
"hasiera,",euskara
1936an,euskara
amaitu,euskara
"zena,",euskara
Pizkundea,euskara
deitua,euskara
.,euskara
[,euskara
95,euskara
],euskara
[,euskara
93,euskara
],euskara
Kontrako,euskara
"aldean,",euskara
Lehen,euskara
Mundu,euskara
Gerrak,euskara
Frantziako,euskara
Iraultzak,euskara
baino,euskara
eragin,euskara
handiagoa,euskara
izan,euskara
zuen,euskara
euskal,euskara
nortasunaren,euskara
oinarrietan.,euskara
[,euskara
96,euskara
],euskara
Alde,euskara
"batetik,",euskara
Lapurdin,euskara
",",euskara
Nafarroa,euskara
Beherean,euskara
eta,euskara
Zuberoan,euskara
«belaunaldi,euskara
oso,euskara
bat,euskara
desagertu,euskara
"zen»,",euskara
Iñaki,euskara
Egaña,euskara
historialariak,euskara
dioenez;,euskara
"bestetik,",euskara
ipar,euskara
euskal,euskara
herritarrak,euskara
frantsestu,euskara
"zituen,",euskara
euskararen,euskara
transmisioan,euskara
etenaldi,euskara
luze,euskara
bat,euskara
izan,euskara
zen.,euskara
Ez,euskara
bakarrik,euskara
gerraren,euskara
"ondorioz,",euskara
baina,euskara
euskaldun,euskara
izatea,euskara
zama,euskara
gisa,euskara
bizi,euskara
izan,euskara
zuten,euskara
anitzek.,euskara
[,euskara
97,euskara
],euskara
[,euskara
oh,euskara
10,euskara
],euskara
"Aldiz,",euskara
gerrako,euskara
ontzigintzaren,euskara
eta,euskara
altzairuzko,euskara
produktuen,euskara
esportazioei,euskara
"esker,",euskara
ekonomiaren,euskara
garapen,euskara
handia,euskara
izan,euskara
zen,euskara
Gipuzkoan,euskara
eta,euskara
Bilbo,euskara
Handian.,euskara
Hala,euskara
"ere,",euskara
Sobiet,euskara
Batasuna,euskara
sortu,euskara
eta,euskara
langile,euskara
mugimenduaren,euskara
indarraren,euskara
"aurrean,",euskara
Primo,euskara
de,euskara
Riverak,euskara
diktadura,euskara
ezarri,euskara
zuen,euskara
Espainian,euskara
1923an,euskara
",",euskara
eta,euskara
legez,euskara
kanpo,euskara
geratu,euskara
ziren,euskara
mugimendu,euskara
ezkertiarrak,euskara
eta,euskara
euskal,euskara
abertzaleak.,euskara
"1930ean,",euskara
"ordea,",euskara
Espainiako,euskara
Monarkiaren,euskara
krisia,euskara
heldu,euskara
"zen,",euskara
eta,euskara
II.,euskara
Errepublika,euskara
aldarrikatu,euskara
estatu,euskara
horretan.,euskara
Euskal,euskara
kulturak,euskara
pizkundea,euskara
bizi,euskara
izan,euskara
zuen,euskara
berriz.,euskara
"Bitartean,",euskara
Ipar,euskara
Euskal,euskara
Herrian,euskara
euskaldunek,euskara
politika,euskara
aukera,euskara
kontserbadore,euskara
eta,euskara
katolikoen,euskara
aldeko,euskara
hautua,euskara
egin,euskara
"zuten,",euskara
Jean,euskara
Ibarnegarai,euskara
pilotari,euskara
nafarra,euskara
buru,euskara
zutela.,euskara
[,euskara
98,euskara
],euskara
Hego,euskara
Euskal,euskara
"Herrian,",euskara
bi,euskara
talde,euskara
nagusi,euskara
sortu,euskara
ziren:,euskara
batzuk,euskara
euskal,euskara
estatutu,euskara
eta,euskara
demokraziaren,euskara
aldekoak,euskara
eta,euskara
"besteak,",euskara
"berriz,",euskara
"kontra,",euskara
faxismoari,euskara
atxikiak.,euskara
Iruñeko,euskara
foruen,euskara
monumentua,euskara
(1903),euskara
",",euskara
herri,euskara
diru,euskara
bilketaz,euskara
eraikia,euskara
Bilboko,euskara
Areatzako,euskara
zubia,euskara
(,euskara
Darío,euskara
de,euskara
Regoyos,euskara
",",euskara
1910),euskara
Mercero,euskara
y,euskara
Cía,euskara
ehundegian,euskara
"(Lasarte-Orian),",euskara
20ko,euskara
hamarkada,euskara
Irun,euskara
eta,euskara
Hondarribiaren,euskara
okupazioa,euskara
(1936ko,euskara
iraila),euskara
"Gerra,",euskara
diktadura,euskara
eta,euskara
kontsumoaren,euskara
gizartea,euskara
Ez,euskara
Dok,euskara
Amairuren,euskara
epelean,euskara
1936ko,euskara
"uztailean,",euskara
militarren,euskara
eta,euskara
karlisten,euskara
estatu,euskara
kolpea,euskara
Espainiako,euskara
Gerra,euskara
Zibila,euskara
bihurtu,euskara
zen,euskara
",",euskara
1937,euskara
arte,euskara
euskal,euskara
lurraldean,euskara
.,euskara
Ekonomia,euskara
Ituna,euskara
bertan,euskara
behera,euskara
geratu,euskara
zen,euskara
Gipuzkoan,euskara
eta,euskara
Bizkaian.,euskara
Gerra,euskara
eta,euskara
gerraostea,euskara
latzak,euskara
izan,euskara
"ziren,",euskara
eta,euskara
Gernikako,euskara
bonbardaketa,euskara
bilakatu,euskara
zen,euskara
euskal,euskara
herriaren,euskara
pairamenaren,euskara
ikur.,euskara
150.000,euskara
euskaldunek,euskara
deserriko,euskara
bidea,euskara
hartu,euskara
"zuten,",euskara
baita,euskara
Eusko,euskara
Jaurlaritza,euskara
sortu,euskara
berriak,euskara
ere.,euskara
[,euskara
99,euskara
],euskara
Mundu,euskara
Gerraren,euskara
amaierak,euskara
ez,euskara
zuen,euskara
Franco,euskara
diktadorea,euskara
boteretik,euskara
urrundu,euskara
uste,euskara
ez,euskara
"bezala,",euskara
eta,euskara
euskaldun,euskara
asko,euskara
etsipenak,euskara
jota,euskara
zeuden.,euskara
Iheslari,euskara
batzuek,euskara
Gurs,euskara
aterpe,euskara
esparruan,euskara
amaitu,euskara
"zuten,",euskara
kontzentrazio,euskara
esparru,euskara
bihurtua.,euskara
"Gurs,",euskara
Nafarroa,euskara
Beherea,euskara
ekialdea,euskara
eta,euskara
Zuberoa,euskara
"bezala,",euskara
Vichyren,euskara
pean,euskara
geratu,euskara
zen;,euskara
"Lapurdi,",euskara
"berriz,",euskara
Alemaniaren,euskara
okupaziopean,euskara
(1940),euskara
.,euskara
Diktadoreak,euskara
autarkia,euskara
bat,euskara
ezarri,euskara
zuen,euskara
"Espainiarako,",euskara
eta,euskara
Gipuzkoa,euskara
eta,euskara
Bizkaiko,euskara
industria,euskara
